Table Code,State Code,District Code,Area Name,Total/ Rural/ Urban,Age group,Worked for 3 months or more but less than 6 months -  Persons,Worked for 3 months or more but less than 6 months - Males,Worked for 3 months or more but less than 6 months - Females,Worked for less than 3 months - Persons,Worked for less than 3 months - Males,Worked for less than 3 months - Females,Industrial Category - A - Cultivators - Persons,Industrial Category - A - Cultivators - Males,Industrial Category - A - Cultivators - Females,Industrial Category - A - Agricultural labourers - Persons,Industrial Category - A - Agricultural labourers - Males,Industrial Category - A - Agricultural labourers - Females,"Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Persons","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Males","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
B0706,`33,`605,District - Vellore,Urban,`10-14,1660,874,786,158,103,55,28,13,15,39,19,20,0,0,0,0,0,0,47,20,27,124,52,72,3,3,0,36,20,16,0,0,0,65,55,10,9,9,0,21,19,2,0,0,0,0,0,0,0,0,0,2,2,0,17,5,12,15,6,9,1412,754,658
B0706,`33,`605,District - Vellore,Urban,15-19,5263,2774,2489,984,645,339,63,30,33,381,218,163,26,14,12,3,3,0,265,83,182,1158,659,499,3,3,0,592,522,70,0,0,0,426,351,75,120,117,3,108,97,11,0,0,0,23,15,8,17,14,3,73,40,33,65,21,44,140,44,96,2784,1188,1596
B0706,`33,`605,District - Vellore,Urban,20-24,8147,4712,3435,1655,985,670,106,51,55,857,402,455,84,57,27,2,0,2,474,128,346,1974,1227,747,18,18,0,1061,930,131,0,0,0,701,582,119,342,333,9,179,174,5,0,0,0,160,105,55,88,70,18,199,150,49,370,111,259,228,52,176,2959,1307,1652
B0706,`33,`605,District - Vellore,Urban,25-29,8034,4679,3355,1803,1018,785,120,57,63,1130,490,640,113,54,59,23,21,2,685,200,485,2002,1274,728,37,31,6,1361,1034,327,3,3,0,720,614,106,460,449,11,194,173,21,0,0,0,166,123,43,131,117,14,235,169,66,449,155,294,210,38,172,1798,695,1103
B0706,`33,`605,District - Vellore,Urban,30-34,7139,4184,2955,1673,882,791,117,61,56,1192,550,642,110,63,47,27,23,4,746,224,522,1662,1041,621,31,28,3,1229,877,352,3,3,0,756,635,121,469,464,5,197,157,40,0,0,0,88,73,15,128,108,20,202,151,51,298,125,173,269,25,244,1288,458,830
B0706,`33,`605,District - Vellore,Urban,35-39,7036,3791,3245,1636,779,857,111,57,54,1464,602,862,181,97,84,8,5,3,844,249,595,1623,948,675,17,17,0,1217,778,439,0,0,0,683,541,142,430,415,15,207,160,47,3,3,0,21,21,0,77,71,6,167,129,38,263,75,188,219,29,190,1137,373,764
B0706,`33,`605,District - Vellore,Urban,40-49,11069,6311,4758,2894,1546,1348,210,124,86,2509,1145,1364,349,191,158,56,38,18,1375,509,866,2228,1455,773,45,39,6,2221,1447,774,3,3,0,1139,889,250,559,549,10,421,325,96,0,0,0,68,59,9,156,139,17,250,200,50,346,129,217,466,86,380,1562,530,1032
B0706,`33,`605,District - Vellore,Urban,50-59,6428,3917,2511,1687,929,758,168,107,61,1718,828,890,258,162,96,10,7,3,870,412,458,1161,882,279,24,17,7,1016,630,386,0,0,0,656,524,132,245,233,12,218,188,30,0,0,0,26,18,8,99,93,6,192,169,23,157,71,86,256,64,192,1041,441,600
B0706,`33,`605,District - Vellore,Urban,60-69,3281,2016,1265,963,530,433,118,93,25,1039,568,471,192,145,47,6,6,0,478,256,222,512,380,132,7,5,2,404,226,178,0,0,0,345,281,64,43,39,4,91,84,7,0,0,0,8,8,0,26,24,2,71,65,6,64,18,46,152,47,105,688,301,387
B0706,`33,`605,District - Vellore,Urban,70-79,1077,700,377,363,232,131,55,46,9,318,191,127,63,50,13,6,6,0,130,82,48,131,92,39,2,2,0,110,83,27,0,0,0,118,90,28,19,17,2,16,9,7,0,0,0,0,0,0,17,15,2,17,15,2,22,18,4,55,26,29,361,190,171
B0706,`33,`605,District - Vellore,Urban,80+,283,175,108,90,62,28,22,19,3,59,45,14,11,9,2,0,0,0,29,20,9,37,26,11,0,0,0,27,18,9,0,0,0,28,12,16,6,6,0,9,9,0,0,0,0,0,0,0,3,3,0,9,6,3,6,3,3,17,5,12,110,56,54
B0706,`33,`605,District - Vellore,Urban,Age not stated,62,48,14,12,9,3,3,2,1,5,3,2,0,0,0,0,0,0,5,5,0,9,9,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,0,3,31,20,11
B0706,`33,`606,District - Tiruvannamalai,Total,Total,229027,103523,125504,38714,16344,22370,27458,15772,11686,173753,64123,109630,4196,2364,1832,414,244,170,6244,2802,3442,8558,5814,2744,176,168,8,13912,9448,4464,26,26,0,5698,4288,1410,3264,3170,94,1286,1088,198,24,18,6,368,294,74,682,594,88,1236,938,298,1944,732,1212,3524,890,2634,14978,7094,7884
B0706,`33,`606,District - Tiruvannamalai,Total,`5-9,1430,687,743,121,69,52,162,67,95,241,115,126,12,6,6,0,0,0,0,0,0,14,0,14,0,0,0,6,6,0,0,0,0,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,12,12,0,1072,534,538
B0706,`33,`606,District - Tiruvannamalai,Total,`10-14,2824,1496,1328,449,221,228,303,154,149,1196,583,613,56,18,38,2,0,2,60,30,30,74,42,32,0,0,0,60,50,10,0,0,0,52,20,32,0,0,0,8,8,0,0,0,0,6,6,0,0,0,0,0,0,0,14,14,0,54,18,36,1388,774,614
B0706,`33,`606,District - Tiruvannamalai,Total,15-19,15614,8040,7574,2758,1341,1417,1319,677,642,10475,4730,5745,254,154,100,28,12,16,382,130,252,1048,598,450,14,14,0,1092,886,206,0,0,0,624,420,204,240,210,30,46,30,16,0,0,0,36,18,18,28,16,12,100,60,40,72,22,50,200,80,120,2414,1324,1090
B0706,`33,`606,District - Tiruvannamalai,Total,20-24,28875,14196,14679,4764,2241,2523,2548,1291,1257,19959,7882,12077,458,304,154,66,44,22,712,290,422,1962,1380,582,34,32,2,2058,1622,436,0,0,0,820,646,174,694,678,16,212,200,12,2,2,0,146,110,36,140,112,28,246,190,56,466,116,350,462,102,360,2654,1436,1218
B0706,`33,`606,District - Tiruvannamalai,Total,25-29,31975,14231,17744,5457,2371,3086,3358,1687,1671,23464,8193,15271,472,240,232,66,34,32,886,406,480,1562,1060,502,32,30,2,2538,1884,654,18,18,0,892,724,168,732,718,14,176,158,18,8,2,6,90,84,6,166,142,24,210,152,58,442,168,274,554,110,444,1766,792,974
B0706,`33,`606,District - Tiruvannamalai,Total,30-34,26370,11626,14744,4111,1605,2506,2945,1656,1289,19512,6669,12843,406,230,176,44,28,16,908,350,558,1108,776,332,28,26,2,2074,1366,708,6,6,0,640,496,144,544,538,6,168,142,26,0,0,0,46,34,12,108,100,8,188,136,52,212,84,128,374,92,282,1170,502,668
B0706,`33,`606,District - Tiruvannamalai,Total,35-39,27184,10756,16428,4401,1589,2812,3169,1665,1504,21322,6646,14676,474,222,252,56,18,38,792,370,422,874,580,294,22,20,2,1774,1122,652,0,0,0,624,486,138,470,464,6,212,186,26,2,2,0,6,6,0,66,62,4,74,54,20,166,76,90,470,108,362,1012,258,754
B0706,`33,`606,District - Tiruvannamalai,Total,40-49,42977,17858,25119,6642,2529,4113,5663,3264,2399,34458,11717,22741,854,440,414,96,68,28,1058,436,622,1058,766,292,20,20,0,2394,1478,916,2,2,0,856,616,240,394,384,10,248,202,46,12,12,0,14,12,2,52,46,6,224,180,44,270,100,170,552,100,452,1394,544,850
B0706,`33,`606,District - Tiruvannamalai,Total,50-59,28316,12234,16082,4755,1912,2843,4131,2585,1546,23160,8375,14785,582,356,226,28,24,4,750,378,372,462,328,134,18,18,0,1208,638,570,0,0,0,592,436,156,120,116,4,160,118,42,0,0,0,18,18,0,68,62,6,148,128,20,210,96,114,446,86,360,970,384,586
B0706,`33,`606,District - Tiruvannamalai,Total,60-69,16861,8422,8439,3514,1519,1995,2656,1801,855,14405,6140,8265,444,270,174,26,14,12,480,296,184,310,224,86,8,8,0,508,274,234,0,0,0,418,326,92,50,48,2,40,32,8,0,0,0,6,6,0,40,40,0,20,18,2,48,32,16,248,92,156,668,320,348
B0706,`33,`606,District - Tiruvannamalai,Total,70-79,5384,3237,2147,1396,745,651,987,752,235,4551,2488,2063,154,104,50,2,2,0,176,90,86,64,44,20,0,0,0,168,102,66,0,0,0,122,78,44,12,6,6,16,12,4,0,0,0,0,0,0,14,14,0,24,18,6,22,14,8,132,84,48,336,174,162
B0706,`33,`606,District - Tiruvannamalai,Total,80+,1085,672,413,316,183,133,203,164,39,928,553,375,24,14,10,0,0,0,34,20,14,8,2,6,0,0,0,26,14,12,0,0,0,40,28,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,14,6,8,114,46,68
B0706,`33,`606,District - Tiruvannamalai,Total,Age not stated,132,68,64,30,19,11,14,9,5,82,32,50,6,6,0,0,0,0,6,6,0,14,14,0,0,0,0,6,6,0,0,0,0,6,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,20,6,14
B0706,`33,`606,District - Tiruvannamalai,Rural,Total,209633,92908,116725,34340,14031,20309,26685,15304,11381,167460,61815,105645,3324,1824,1500,372,236,136,5214,2368,2846,6584,4448,2136,118,112,6,11254,7718,3536,26,26,0,3282,2402,880,2466,2400,66,828,696,132,16,16,0,214,170,44,340,318,22,896,692,204,1252,486,766,2666,686,1980,10976,5222,5754
B0706,`33,`606,District - Tiruvannamalai,Rural,`5-9,1186,543,643,115,69,46,156,66,90,239,114,125,10,4,6,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,10,12,12,0,842,404,438
B0706,`33,`606,District - Tiruvannamalai,Rural,`10-14,2478,1269,1209,423,209,214,293,149,144,1166,569,597,56,18,38,2,0,2,54,24,30,56,24,32,0,0,0,54,50,4,0,0,0,50,18,32,0,0,0,8,8,0,0,0,0,6,6,0,0,0,0,0,0,0,14,14,0,40,6,34,1102,592,510
B0706,`33,`606,District - Tiruvannamalai,Rural,15-19,14433,7363,7070,2500,1221,1279,1281,654,627,10202,4596,5606,246,148,98,28,12,16,352,130,222,916,524,392,12,12,0,980,788,192,0,0,0,508,344,164,212,188,24,44,28,16,0,0,0,30,12,18,18,12,6,76,48,28,48,8,40,156,64,92,1824,1016,808
B0706,`33,`606,District - Tiruvannamalai,Rural,20-24,26378,12764,13614,4245,1935,2310,2461,1244,1217,19398,7651,11747,400,264,136,60,44,16,622,252,370,1628,1148,480,32,32,0,1764,1388,376,0,0,0,552,434,118,608,598,10,170,164,6,2,2,0,92,74,18,54,52,2,210,168,42,324,98,226,378,90,288,1868,996,872
B0706,`33,`606,District - Tiruvannamalai,Rural,25-29,29190,12716,16474,4864,2055,2809,3276,1639,1637,22614,7912,14702,360,174,186,60,34,26,730,340,390,1228,812,416,32,30,2,2166,1630,536,18,18,0,524,424,100,586,572,14,138,126,12,0,0,0,30,30,0,108,102,6,154,130,24,266,112,154,426,80,346,1338,606,732
B0706,`33,`606,District - Tiruvannamalai,Rural,30-34,23908,10314,13594,3644,1351,2293,2874,1616,1258,18772,6419,12353,328,178,150,30,22,8,764,304,460,864,606,258,16,14,2,1674,1114,560,6,6,0,352,262,90,386,384,2,122,102,20,0,0,0,30,24,6,52,50,2,134,100,34,112,50,62,258,68,190,778,346,432
B0706,`33,`606,District - Tiruvannamalai,Rural,35-39,24793,9518,15275,3839,1291,2548,3085,1619,1466,20479,6388,14091,346,152,194,48,18,30,658,296,362,618,408,210,16,14,2,1372,880,492,0,0,0,298,224,74,336,330,6,96,80,16,2,2,0,0,0,0,38,38,0,60,44,16,92,30,62,362,84,278,726,202,524
B0706,`33,`606,District - Tiruvannamalai,Rural,40-49,39445,16077,23368,5801,2141,3660,5509,3168,2341,33113,11288,21825,668,324,344,92,66,26,848,372,476,706,524,182,2,2,0,1826,1132,694,2,2,0,414,288,126,234,226,8,140,114,26,12,12,0,14,12,2,32,32,0,158,118,40,160,56,104,406,92,314,910,390,520
B0706,`33,`606,District - Tiruvannamalai,Rural,50-59,26099,11005,15094,4157,1575,2582,4012,2507,1505,22238,7995,14243,432,268,164,28,24,4,596,300,296,324,224,100,6,6,0,864,448,416,0,0,0,296,210,86,72,70,2,64,36,28,0,0,0,6,6,0,30,24,6,70,56,14,172,78,94,336,68,268,710,260,450
B0706,`33,`606,District - Tiruvannamalai,Rural,60-69,15619,7657,7962,3208,1341,1867,2566,1741,825,13909,5929,7980,322,184,138,22,14,8,410,252,158,190,146,44,2,2,0,408,210,198,0,0,0,164,114,50,24,24,0,36,32,4,0,0,0,6,6,0,8,8,0,10,8,2,32,26,6,182,62,120,536,240,296
B0706,`33,`606,District - Tiruvannamalai,Rural,70-79,4969,2978,1991,1238,654,584,963,733,230,4364,2389,1975,134,90,44,2,2,0,144,72,72,32,24,8,0,0,0,114,58,56,0,0,0,80,52,28,0,0,0,10,6,4,0,0,0,0,0,0,0,0,0,22,18,4,14,8,6,90,54,36,238,126,112
B0706,`33,`606,District - Tiruvannamalai,Rural,80+,1018,645,373,276,170,106,195,159,36,893,536,357,16,14,2,0,0,0,30,20,10,0,0,0,0,0,0,26,14,12,0,0,0,26,20,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,14,6,8,84,38,46
B0706,`33,`606,District - Tiruvannamalai,Rural,Age not stated,117,59,58,30,19,11,14,9,5,73,29,44,6,6,0,0,0,0,6,6,0,8,8,0,0,0,0,6,6,0,0,0,0,6,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,20,6,14
B0706,`33,`606,District - Tiruvannamalai,Urban,Total,19394,10615,8779,4374,2313,2061,773,468,305,6293,2308,3985,872,540,332,42,8,34,1030,434,596,1974,1366,608,58,56,2,2658,1730,928,0,0,0,2416,1886,530,798,770,28,458,392,66,8,2,6,154,124,30,342,276,66,340,246,94,692,246,446,858,204,654,4002,1872,2130
B0706,`33,`606,District - Tiruvannamalai,Urban,`5-9,244,144,100,6,0,6,6,1,5,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,230,130,100
B0706,`33,`606,District - Tiruvannamalai,Urban,`10-14,346,227,119,26,12,14,10,5,5,30,14,16,0,0,0,0,0,0,6,6,0,18,18,0,0,0,0,6,0,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,2,286,182,104
B0706,`33,`606,District - Tiruvannamalai,Urban,15-19,1181,677,504,258,120,138,38,23,15,273,134,139,8,6,2,0,0,0,30,0,30,132,74,58,2,2,0,112,98,14,0,0,0,116,76,40,28,22,6,2,2,0,0,0,0,6,6,0,10,4,6,24,12,12,24,14,10,44,16,28,590,308,282
B0706,`33,`606,District - Tiruvannamalai,Urban,20-24,2497,1432,1065,519,306,213,87,47,40,561,231,330,58,40,18,6,0,6,90,38,52,334,232,102,2,0,2,294,234,60,0,0,0,268,212,56,86,80,6,42,36,6,0,0,0,54,36,18,86,60,26,36,22,14,142,18,124,84,12,72,786,440,346
B0706,`33,`606,District - Tiruvannamalai,Urban,25-29,2785,1515,1270,593,316,277,82,48,34,850,281,569,112,66,46,6,0,6,156,66,90,334,248,86,0,0,0,372,254,118,0,0,0,368,300,68,146,146,0,38,32,6,8,2,6,60,54,6,58,40,18,56,22,34,176,56,120,128,30,98,428,186,242
B0706,`33,`606,District - Tiruvannamalai,Urban,30-34,2462,1312,1150,467,254,213,71,40,31,740,250,490,78,52,26,14,6,8,144,46,98,244,170,74,12,12,0,400,252,148,0,0,0,288,234,54,158,154,4,46,40,6,0,0,0,16,10,6,56,50,6,54,36,18,100,34,66,116,24,92,392,156,236
B0706,`33,`606,District - Tiruvannamalai,Urban,35-39,2391,1238,1153,562,298,264,84,46,38,843,258,585,128,70,58,8,0,8,134,74,60,256,172,84,6,6,0,402,242,160,0,0,0,326,262,64,134,134,0,116,106,10,0,0,0,6,6,0,28,24,4,14,10,4,74,46,28,108,24,84,286,56,230
B0706,`33,`606,District - Tiruvannamalai,Urban,40-49,3532,1781,1751,841,388,453,154,96,58,1345,429,916,186,116,70,4,2,2,210,64,146,352,242,110,18,18,0,568,346,222,0,0,0,442,328,114,160,158,2,108,88,20,0,0,0,0,0,0,20,14,6,66,62,4,110,44,66,146,8,138,484,154,330
B0706,`33,`606,District - Tiruvannamalai,Urban,50-59,2217,1229,988,598,337,261,119,78,41,922,380,542,150,88,62,0,0,0,154,78,76,138,104,34,12,12,0,344,190,154,0,0,0,296,226,70,48,46,2,96,82,14,0,0,0,12,12,0,38,38,0,78,72,6,38,18,20,110,18,92,260,124,136
B0706,`33,`606,District - Tiruvannamalai,Urban,60-69,1242,765,477,306,178,128,90,60,30,496,211,285,122,86,36,4,0,4,70,44,26,120,78,42,6,6,0,100,64,36,0,0,0,254,212,42,26,24,2,4,0,4,0,0,0,0,0,0,32,32,0,10,10,0,16,6,10,66,30,36,132,80,52
B0706,`33,`606,District - Tiruvannamalai,Urban,70-79,415,259,156,158,91,67,24,19,5,187,99,88,20,14,6,0,0,0,32,18,14,32,20,12,0,0,0,54,44,10,0,0,0,42,26,16,12,6,6,6,6,0,0,0,0,0,0,0,14,14,0,2,0,2,8,6,2,42,30,12,98,48,50
B0706,`33,`606,District - Tiruvannamalai,Urban,80+,67,27,40,40,13,27,8,5,3,35,17,18,8,0,8,0,0,0,4,0,4,8,2,6,0,0,0,0,0,0,0,0,0,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22
B0706,`33,`606,District - Tiruvannamalai,Urban,Age not stated,15,9,6,0,0,0,0,0,0,9,3,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0706,`33,`607,District - Viluppuram,Total,Total,376914,183071,193843,66032,28386,37646,46746,26577,20169,294632,125524,169108,6434,4266,2168,1570,1014,556,6580,3120,3460,10390,7498,2892,274,252,22,19898,11532,8366,58,58,0,8510,6210,2300,4690,4576,114,2138,1878,260,18,18,0,632,512,120,734,676,58,1992,1438,554,3042,1112,1930,7408,1988,5420,27200,13208,13992
B0706,`33,`607,District - Viluppuram,Total,`5-9,2737,1408,1329,327,156,171,283,134,149,623,304,319,24,12,12,0,0,0,22,8,14,8,8,0,0,0,0,36,28,8,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8,50,18,32,1998,1046,952
B0706,`33,`607,District - Viluppuram,Total,`10-14,5099,2523,2576,705,347,358,447,208,239,2047,964,1083,80,52,28,18,6,12,50,4,46,52,32,20,0,0,0,116,76,40,0,0,0,100,90,10,14,14,0,6,6,0,0,0,0,6,6,0,0,0,0,8,8,0,8,8,0,138,40,98,2714,1356,1358
B0706,`33,`607,District - Viluppuram,Total,15-19,24276,12422,11854,4494,2240,2254,2311,1156,1155,16857,7864,8993,432,324,108,90,74,16,328,176,152,1126,550,576,8,8,0,1130,834,296,8,8,0,870,608,262,322,310,12,170,170,0,0,0,0,36,30,6,16,16,0,100,68,32,132,40,92,588,202,386,4246,2224,2022
B0706,`33,`607,District - Viluppuram,Total,20-24,46147,23324,22823,8007,3582,4425,4493,2214,2279,33697,14628,19069,578,436,142,152,110,42,756,282,474,2016,1416,600,20,20,0,2786,2024,762,6,6,0,1214,904,310,1038,1014,24,340,332,8,0,0,0,136,100,36,98,84,14,304,250,54,610,186,424,1108,280,828,4802,2620,2182
B0706,`33,`607,District - Viluppuram,Total,25-29,54048,25968,28080,9089,3816,5273,5793,3025,2768,41248,16757,24491,744,520,224,204,146,58,1036,440,596,2018,1552,466,36,36,0,3364,2136,1228,24,24,0,1258,1028,230,1066,1044,22,286,258,28,6,6,0,184,146,38,124,118,6,320,196,124,640,238,402,1112,282,830,3674,1832,1842
B0706,`33,`607,District - Viluppuram,Total,30-34,44238,21229,23009,7391,3015,4376,5158,2900,2258,34219,13904,20315,696,456,240,184,86,98,708,340,368,1462,1130,332,64,58,6,3026,1894,1132,6,6,0,1108,800,308,704,702,2,266,226,40,6,6,0,102,92,10,132,110,22,300,230,70,530,220,310,926,248,678,2032,836,1196
B0706,`33,`607,District - Viluppuram,Total,35-39,45568,20016,25552,7336,2696,4640,5385,2886,2499,36791,13968,22823,690,358,332,212,120,92,712,346,366,1162,814,348,52,50,2,2614,1314,1300,2,2,0,968,716,252,636,608,28,266,228,38,6,6,0,54,48,6,92,90,2,206,134,72,366,118,248,932,234,698,1758,672,1086
B0706,`33,`607,District - Viluppuram,Total,40-49,71310,32844,38466,11939,4957,6982,9731,5487,4244,58412,24018,34394,1374,864,510,366,216,150,1392,732,660,1302,942,360,44,40,4,3676,1840,1836,6,6,0,1434,992,442,580,572,8,388,316,72,0,0,0,78,66,12,142,132,10,404,290,114,400,148,252,1174,248,926,2346,892,1454
B0706,`33,`607,District - Viluppuram,Total,50-59,45807,22023,23784,8289,3386,4903,6753,4085,2668,38325,16234,22091,1006,704,302,194,152,42,830,390,440,724,618,106,30,20,10,1898,876,1022,6,6,0,914,616,298,246,236,10,290,238,52,0,0,0,30,18,12,96,96,0,230,176,54,252,86,166,684,194,490,1588,664,924
B0706,`33,`607,District - Viluppuram,Total,60-69,27131,14573,12558,5824,2651,3173,4368,2918,1450,23523,11498,12025,544,348,196,110,72,38,502,246,256,360,306,54,20,20,0,986,382,604,0,0,0,460,334,126,58,56,2,108,92,16,0,0,0,6,6,0,26,24,2,70,44,26,74,50,24,508,176,332,1232,652,580
B0706,`33,`607,District - Viluppuram,Total,70-79,8312,5381,2931,2079,1205,874,1562,1236,326,7195,4380,2815,184,124,60,40,32,8,196,124,72,124,104,20,0,0,0,188,82,106,0,0,0,142,92,50,14,14,0,12,6,6,0,0,0,0,0,0,2,0,2,40,36,4,14,12,2,160,56,104,518,288,230
B0706,`33,`607,District - Viluppuram,Total,80+,1773,1145,628,493,308,185,358,274,84,1438,887,551,70,62,8,0,0,0,36,20,16,28,26,2,0,0,0,74,46,28,0,0,0,38,28,10,6,6,0,0,0,0,0,0,0,0,0,0,6,6,0,10,6,4,2,0,2,22,10,12,178,82,96
B0706,`33,`607,District - Viluppuram,Total,Age not stated,468,215,253,59,27,32,104,54,50,257,118,139,12,6,6,0,0,0,12,12,0,8,0,8,0,0,0,4,0,4,0,0,0,4,2,2,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,114,44,70
B0706,`33,`607,District - Viluppuram,Rural,Total,348667,165343,183324,59144,24698,34446,45940,26042,19898,285051,120691,164360,5120,3198,1922,1150,744,406,5610,2612,2998,8096,5628,2468,192,190,2,16372,8730,7642,56,56,0,5084,3594,1490,3456,3366,90,1294,1150,144,6,6,0,376,302,74,360,336,24,1292,930,362,2120,808,1312,6146,1708,4438,20090,9950,10140
B0706,`33,`607,District - Viluppuram,Rural,`5-9,2424,1241,1183,319,154,165,272,126,146,609,299,310,24,12,12,0,0,0,16,2,14,8,8,0,0,0,0,32,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,48,18,30,1726,904,822
B0706,`33,`607,District - Viluppuram,Rural,`10-14,4447,2202,2245,658,322,336,436,202,234,1989,938,1051,78,50,28,18,6,12,40,2,38,40,26,14,0,0,0,88,62,26,0,0,0,44,38,6,8,8,0,6,6,0,0,0,0,6,6,0,0,0,0,8,8,0,0,0,0,124,40,84,2220,1132,1088
B0706,`33,`607,District - Viluppuram,Rural,15-19,22624,11433,11191,4139,2024,2115,2289,1143,1146,16498,7680,8818,362,262,100,78,62,16,272,140,132,946,450,496,8,8,0,970,696,274,6,6,0,636,418,218,284,272,12,148,148,0,0,0,0,36,30,6,10,10,0,80,60,20,94,26,68,562,200,362,3484,1846,1638
B0706,`33,`607,District - Viluppuram,Rural,20-24,42970,21367,21603,7271,3202,4069,4427,2187,2240,32862,14234,18628,486,354,132,128,86,42,666,246,420,1712,1168,544,12,12,0,2392,1700,692,6,6,0,902,668,234,868,850,18,262,254,8,0,0,0,76,58,18,74,62,12,250,208,42,494,154,340,914,246,668,3710,2076,1634
B0706,`33,`607,District - Viluppuram,Rural,25-29,50052,23418,26634,8207,3343,4864,5718,2989,2729,40065,16214,23851,612,406,206,150,98,52,902,374,528,1608,1222,386,36,36,0,2874,1708,1166,24,24,0,786,640,146,838,822,16,200,180,20,0,0,0,92,62,30,88,88,0,230,150,80,496,194,302,932,238,694,2608,1316,1292
B0706,`33,`607,District - Viluppuram,Rural,30-34,40452,18885,21567,6518,2546,3972,5071,2844,2227,32981,13309,19672,556,354,202,128,54,74,616,290,326,1136,840,296,38,38,0,2428,1394,1034,6,6,0,656,454,202,534,532,2,128,114,14,6,6,0,64,56,8,62,56,6,192,144,48,364,172,192,740,192,548,1264,576,688
B0706,`33,`607,District - Viluppuram,Rural,35-39,42052,17913,24139,6432,2293,4139,5294,2828,2466,35410,13342,22068,574,270,304,168,96,72,584,276,308,874,574,300,42,42,0,2130,962,1168,2,2,0,522,388,134,458,432,26,168,138,30,0,0,0,42,36,6,38,38,0,132,86,46,218,78,140,736,186,550,1092,432,660
B0706,`33,`607,District - Viluppuram,Rural,40-49,65997,29511,36486,10481,4120,6361,9568,5370,4198,56362,22939,33423,1038,596,442,252,162,90,1188,630,558,924,638,286,26,24,2,2848,1218,1630,6,6,0,722,484,238,330,324,6,200,158,42,0,0,0,48,42,6,52,46,6,216,140,76,222,90,132,958,222,736,1518,542,976
